"STATION","NAME","DATE","AWND","DP10","DSNW","DT00","DX32","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","PRCP","SNOW","TAVG","TMAX","TMIN"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-02","6.9","1",,"0","0","0","52",,,"0.15","87","0.23",,"72.0","79.8","64.3"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-03","8.3","3",,"0","0","1","53",,,"0.78","91","1.13",,"74.0","82.1","65.8"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-04","8.3","6",,"0","0","3","67",,,"2.58","92","5.36",,"80.1","87.2","72.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-05","8.3","2",,"0","0","12","67",,,"1.71","93","2.16",,"81.6","88.6","74.5"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-06","7.6","9",,"0","0","23","72",,,"3.19","97","12.22",,"84.1","91.2","77.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-07","6.0","12",,"0","0","27","74",,,"1.08","97","5.71",,"84.7","91.2","78.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-08","5.1","16",,"0","0","27","74",,,"2.41","95","11.09",,"84.6","91.7","77.5"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-09","5.1","9",,"0","0","22","73",,,"1.41","94","4.99",,"83.7","90.5","77.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-10","7.6","12",,"0","0","3","63",,,"3.14","91","15.53",,"78.5","84.4","72.7"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-11","8.5","3",,"0","0","0","56",,,"1.11","85","1.80",,"75.3","81.4","69.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2011-12","8.1","4",,"0","0","0","55",,,"0.50","82","1.04",,"73.2","79.6","66.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2012-01","6.3","1",,"0","0","0","43",,,"0.20","85","0.21",,"68.5","76.4","60.7"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2012-02","8.1","4",,"0","0","0","48",,,"1.71","87","3.38",,"72.8","79.6","66.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2012-03","9.8","4",,"0","0","0","54",,,"2.30","86","4.98",,"75.3","81.7","68.8"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2012-04","8.9","8",,"0","0","0","60",,,"2.88","89","7.85",,"75.9","82.8","69.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2012-05","6.9","10",,"0","0","4","70",,,"9.70","93","14.67",,"79.8","86.3","73.3"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2012-06","8.1","11",,"0","0","14","71",,,"2.75","94","12.57",,"82.6","88.7","76.5"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2012-07","5.8","9",,"0","0","21","71",,,"2.31","93","8.93",,"83.4","89.9","76.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2012-08","6.7","16",,"0","0","23","73",,,"3.35","92","15.91",,"83.8","89.9","77.7"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2012-09","5.6","10",,"0","0","8","73",,,"3.70","92","11.04",,"82.7","88.7","76.6"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2012-10","7.4","11",,"0","0","4","56",,,"1.77","91","6.44",,"79.4","85.5","73.4"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2012-11","6.5","2",,"0","0","0","55",,,"0.25","83","0.50",,"71.4","79.0","63.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2012-12","6.7","1",,"0","0","0","48",,,"0.12","85","0.51",,"71.9","79.3","64.5"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-01","7.4","3",,"0","0","0","56",,,"0.21","83","0.54",,"73.2","79.7","66.7"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-02","7.6","3",,"0","0","0","47",,,"1.31","87","1.85",,"71.7","79.2","64.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-03","7.2","2",,"0","0","1","45",,,"0.58","90","0.81",,"68.0","76.7","59.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-04","8.9","5",,"0","0","1","61",,,"2.33","90","5.15",,"78.0","84.2","71.7"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-05","8.1","9",,"0","0","3","64",,,"4.29","94","11.03",,"78.9","86.0","71.7"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-06","7.6","9",,"0","0","14","74",,,"1.29","92","6.19",,"83.0","88.9","77.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-07","7.8","15",,"0","0","9","72",,,"3.20","94","12.71",,"82.4","88.6","76.3"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-08","7.2","11","0","0","0","24","72",,"0.0","0.87","93","4.43","0.0","83.9","89.8","77.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-09","5.6","14","0","0","0","16","73",,"0.0","1.52","92","10.48","0.0","82.8","89.3","76.4"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-10","6.3","5",,"0","0","3","70",,,"5.53","91","6.87",,"80.6","86.8","74.4"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-11","8.9","12",,"0","0","0","52",,,"1.14","89","5.73",,"77.0","82.9","71.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-12","8.1","5",,"0","0","0","60",,,"3.75","86","4.67",,"75.1","81.0","69.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2014-01","6.7","5",,"0","0","0","46",,,"0.56","85","1.91",,"67.9","75.7","60.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2014-02","6.7","3",,"0","0","0","51",,,"0.75","86","1.17",,"74.2","81.5","66.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2014-03","8.5","5",,"0","0","1","57",,,"1.49","90","2.61",,"73.7","81.8","65.5"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2014-04","9.2","3",,"0","0","1","63",,,"0.71","90","1.18",,"77.5","84.5","70.4"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2014-05","10.5","3",,"0","0","3","68",,,"2.63","92","3.30",,"80.7","86.8","74.4"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2014-06","6.3","16",,"0","0","15","70",,,"2.29","93","19.63",,"81.5","88.9","74.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2014-07","4.9","19",,"0","0","22","71",,,"1.53","95","10.30",,"83.9","90.6","77.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2014-08","5.6","11",,"0","0","28","74",,,"2.39","94","9.07",,"84.9","91.4","78.4"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2014-09","6.0","15",,"0","0","13","72",,,"0.99","92","7.25",,"82.5","88.7","76.3"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2014-10","6.7","5",,"0","0","4","67",,,"1.39","94","3.25",,"79.8","86.5","73.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2014-11","8.5","5",,"0","0","0","52",,,"1.44","88","2.66",,"72.6","79.9","65.3"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2014-12","6.0","4",,"0","0","0","48",,,"0.43","84","1.32",,"71.3","78.5","64.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-01","7.6","1",,"0","0","0","52",,,"0.77","84","0.96",,"70.8","77.8","63.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-02","8.5","4",,"0","0","0","42",,,"1.19","87","2.81",,"68.4","76.7","60.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-03","8.7","3",,"0","0","1","58",,,"0.64","91","1.32",,"76.7","83.8","69.7"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-04","8.5","7",,"0","0","7","66",,,"2.12","96","4.03",,"80.3","86.6","74.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-05","9.8","6",,"0","0","4","68",,,"0.77","94","2.40",,"80.9","87.4","74.5"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-06","7.6","8",,"0","0","16","72",,,"0.80","95","3.60",,"83.6","89.6","77.7"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-07","6.7","10",,"0","0","28","73",,,"2.05","96","5.91",,"84.6","91.5","77.7"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-08","5.6","12",,"0","0","30","73",,,"2.76","94","9.02",,"84.7","91.4","77.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-09","5.1","15",,"0","0","18","73",,,"1.69","94","9.96",,"83.3","89.9","76.8"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-10","7.6","12",,"0","0","4","71",,,"1.41","91","4.71",,"80.5","86.5","74.5"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-11","8.7","11",,"0","0","0","63",,,"3.37","89","7.56",,"78.4","83.9","72.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2015-12","8.9","7",,"0","0","0","64",,,"3.73","85","9.83",,"77.2","81.8","72.6"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-01","7.6","10",,"0","0","0","46",,,"1.84","84","7.57",,"67.4","74.3","60.4"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-02","8.5","6",,"0","0","0","50",,,"0.67","86","2.85",,"68.5","75.3","61.6"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-03","9.2","2",,"0","0","1","57",,,"0.35","91","0.62",,"76.5","83.4","69.6"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-04","9.2","2",,"0","0","1","65",,,"0.90","91","1.09",,"77.1","83.9","70.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-05","7.8","5",,"0","0","6","63",,,"3.45","93","8.27",,"80.0","86.5","73.5"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-06","6.9","16",,"0","0","21","72",,,"1.51","95","8.73",,"83.5","90.1","76.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-07","7.6","9",,"0","0","29","72",,,"1.15","93","4.12",,"84.7","91.1","78.3"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-08","7.6","14",,"0","0","25","73",,,"3.79","94","13.77",,"83.8","90.5","77.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-09","5.6","13",,"0","0","18","72",,,"0.75","93","6.06",,"83.4","90.1","76.7"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-10","9.4","13",,"0","0","7","67",,,"2.46","92","9.63",,"80.7","86.5","75.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-11","7.4","3",,"0","0","0","58",,,"0.43","85","0.94",,"74.6","81.2","68.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2016-12","8.3","5",,"0","0","0","56",,,"0.84","87","2.33",,"76.7","82.6","70.8"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-01","8.3","5",,"0","0","0","51",,,"1.20","87","3.41",,"72.6","80.6","64.7"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-02","7.2","1",,"0","0","0","57",,,"1.30","87","1.31",,"73.1","81.3","65.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-03","9.2","6",,"0","0","0","53",,,"1.33","87","3.93",,"73.3","80.5","66.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-04","11.4","1",,"0","0","1","58",,,"2.08","91","2.16",,"78.0","84.1","71.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-05","9.2","7",,"0","0","11","66",,,"0.89","98","2.69",,"82.2","89.5","74.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-06","8.1","17",,"0","0","18","72",,,"5.19","92","15.97",,"83.7","89.4","77.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-07","7.2","8",,"0","0","30","72",,,"5.49","94","12.45",,"85.7","91.8","79.6"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-08","6.9","12",,"0","0","27","73",,,"1.33","95","8.57",,"85.7","92.1","79.4"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-09","7.4","9",,"0","0","23","74",,,"5.18","94","14.97",,"84.8","90.6","78.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-10","9.6","11",,"0","0","7","59",,,"2.80","91","12.61",,"80.8","86.5","75.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-11","6.9","8",,"0","0","0","65",,,"1.30","87","4.41",,"77.3","83.9","70.6"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-12","5.8","1",,"0","0","0","47",,,"0.52","87","0.66",,"71.7","79.8","63.6"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2018-01","9.6","3",,"0","0","0","44",,,"0.50","84","1.01",,"68.1","75.9","60.3"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2018-02","10.1","2",,"0","0","0","58",,,"0.12","85","0.37",,"76.3","82.6","70.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2018-03","8.5","1",,"0","0","0","51",,,"0.17","89","0.19",,"70.8","79.7","62.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2018-04","8.5","5",,"0","0","3","60",,,"1.61","91","3.80",,"77.1","84.9","69.3"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2018-05","9.8","16",,"0","0","0","69",,,"3.60","88","16.59",,"78.4","83.6","73.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2018-06","5.1","10",,"0","0","14","71",,,"2.37","94","7.90",,"82.6","89.5","75.7"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2018-07","5.4","14",,"0","0","26","72",,,"2.15","94","8.02",,"83.6","90.9","76.4"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2018-08","7.4","16",,"0","0","24","73",,,"2.17","94","9.59",,"83.5","90.0","77.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2018-09","6.9","10",,"0","0","18","73",,,"2.53","92","7.89",,"83.3","89.2","77.4"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2018-10","8.9","5",,"0","0","5","65",,,"0.76","91","1.76",,"81.3","87.3","75.3"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2018-11","6.9","4",,"0","0","0","50",,,"1.37","88","2.77",,"75.7","82.1","69.4"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2018-12","8.7","2",,"0","0","0","52",,,"0.96","87","1.59",,"71.9","78.7","65.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2019-01","7.8","4","0","0","0","0","46","0","0.0","0.79","84","2.00","0.0","68.1","76.0","60.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2019-02","8.5","4","0","0","0","0","57","0","0.0","0.76","85","1.53","0.0","74.9","81.4","68.3"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2019-03","8.3","5","0","0","0","0","54","0","0.0","1.02","89","1.91","0.0","73.8","81.3","66.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2019-04","9.4","4","0","0","0","2","60","0","0.0","1.59","90","3.16","0.0","77.7","84.5","70.8"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2019-05","9.4","9","0","0","0","7","72","0","0.0","1.31","95","4.62","0.0","82.2","88.4","75.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2019-06","5.6","12","0","0","0","24","72","0","0.0","2.43","98","12.44","0.0","84.8","91.7","77.8"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2019-07","6.3","11","0","0","0","28","73","0","0.0","1.89","98","10.54","0.0","85.1","92.1","78.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2019-08","4.9","19","0","0","0","26","75","0","0.0","3.10","96","15.75","0.0","84.6","91.4","77.8"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2019-09","9.6","8","0","0","0","21","73","0","0.0","0.68","96","3.25","0.0","85.2","91.1","79.3"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2019-10","8.3","9","0","0","0","10","75","0","0.0","0.95","92","3.93","0.0","83.5","89.0","78.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2019-11","6.3","5","0","0","0","1","57","0","0.0","0.51","91","1.63","0.0","76.0","83.2","68.7"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2019-12","8.7","10","0","0","0","0","53","0","0.0","2.60","87","6.44","0.0","73.5","80.3","66.7"
